siren,denomination,naf_code,effectif,ville,anciennete,taux_chomage,croissance_pib,target_defaut
328348024,INOVAT DEVELOP CONSEIL ID PLUS,63.11Z,,MARSEILLE 13,43,,,0
328348131,ACIERS SANDTON,51.5C,,AIX-EN-PROVENCE,43,,,0
328348156,PROTECTION ELECTRONIQUE REALISATION,45.3A,,AIX-EN-PROVENCE,43,,,0
328351465,,65.06,,MARSEILLE,43,,,0
328353768,,45.2V,,AIX-EN-PROVENCE,43,,,0
328397443,SOC CORPOR PEINT TRAV ANNEXES,55.73,,MARSEILLE,43,,,0
328397450,BATEXIM DIFFUSION,60.10,,MARSEILLE 1,43,,,0
328402748,,67.09,,MARSEILLE,126,,,0
328403852,,45.2V,,MARSEILLE,43,,,0
328409040,LUNARDI F ET STOLLA Y,18.2G,,AIX-EN-PROVENCE,43,,,0
328414669,,68.31Z,,MARSEILLE,126,,,0
328415005,,68.20A,,MARSEILLE,43,,,0
328421656,,86.90E,,MARSEILLE,43,,,0
328425053,SERI PRECIS,22.2C,,MARSEILLE,43,,,0
328425095,ANTIDOTE,77.10,,MARSEILLE 2,43,,,0
328432885,,60.10,,AIX EN PROVENCE,43,,,0
328453139,,62.43,,MARSEILLE,126,,,0
328453287,,52.6E,,MARSEILLE,43,,,0
328457916,SCOP SCOREMA,74.05,,MARSEILLE 2,126,,,0
328458005,ANALYS,86.90B,,AIX-EN-PROVENCE,43,,,0
328468863,SUD FER,38.32Z,,MARSEILLE 10,43,,,0
328471396,,67.01,,MARSEILLE,43,,,0
328476833,LA TROCAILLE,64.25,,MARSEILLE,43,,,0
328477872,AUTO BELLEGARDE,65.03,,AIX-EN-PROVENCE,43,,,0
328477880,SCI DES BAGNIERS,68.20B,,AIX-EN-PROVENCE,43,,,0
328477906,SCI LE CALENDAL,79.04,,AIX-EN-PROVENCE,43,,,0
328488648,LA GARDIANE,68.20B,,AIX-EN-PROVENCE,43,,,0
328501184,,55.73,,AIX EN PROVENCE,43,,,0
328501663,,86.90E,,MARSEILLE,43,,,0
328501762,,47.01,,MARSEILLE,66,,,0
328509740,,68.31Z,,MARSEILLE,43,,,0
328512561,,93.0E,,MARSEILLE,43,,,0
328524178,PRO JARDINS,45.1A,,AIX-EN-PROVENCE,43,,,0
328524665,SCI ARCOLE,68.20B,,AIX-EN-PROVENCE,43,,,0
328545496,,55.60,,MARSEILLE,43,,,0
328545603,,69.12,,MARSEILLE,43,,,0
328545611,,52.4C,,MARSEILLE,43,,,0
328546601,,77.10,,MARSEILLE,43,,,0
328546635,,43.34Z,,AIX-EN-PROVENCE,43,,,0
328546726,,64.11,,MARSEILLE,44,,,0
328551445,VERNETIC,18.14Z,,MARSEILLE,43,,,0
328552633,,96.09Z,,MARSEILLE,43,,,0
328552971,,85.1G,,AIX-EN-PROVENCE,43,,,0
328553557,,86.23Z,,MARSEILLE,43,,,0
328553557,,86.23Z,,MARSEILLE,43,,,0
328553672,,86.90B,,MARSEILLE,43,,,0
328557350,BEAUTE SENTEUR DIFFUSION,24.5C,,MARSEILLE 1,43,,,0
328560719,,87.03,,MARSEILLE,43,,,0
328571872,,27.01,,MARSEILLE,43,,,0
328578505,CREATIONS NIFFER ET CIE,36.2C,,MARSEILLE,43,,,0
328584271,,86.90D,,MARSEILLE,43,,,0
328584289,,38.40,,MARSEILLE,126,,,0
328597133,,86.21Z,,MARSEILLE,43,,,0
328598263,,68.20A,,MARSEILLE,126,,,0
328602024,IF CIDF INFORMATIONS FEMMES,91.3E,,AIX-EN-PROVENCE,43,,,0
328631619,FEDERATION FRANCAISE DE DANSE COMITE REGIONAL DE PROVENCE-ALPES-COTE D'AZUR,94.99Z,,MARSEILLE,44,,,0
328634951,,70.3A,,MARSEILLE,45,,,0
328634977,,77.12,,MARSEILLE,126,,,0
328640222,FEDER HISTO PROVENCE ARCHIVES DEP BDR,94.99Z,,MARSEILLE,45,,,0
328643606,,52.4C,,MARSEILLE,43,,,0
328644620,,68.20B,,MARSEILLE,43,,,0
328648332,J.B BOUTIQUE,47.19B,,MARSEILLE 1,43,,,0
328649157,SCI CORNET,68.20B,,MARSEILLE 8,43,,,1
328652169,,64.24,,MARSEILLE,126,,,0
328652177,,47.79Z,,MARSEILLE,43,,,0
328652227,,86.90E,,MARSEILLE,43,,,0
328652235,,86.23Z,,MARSEILLE,43,,,0
328662317,,67.01,,AIX-EN-PROVENCE,43,,,0
328662341,,86.90E,,MARSEILLE,43,,,0
328668991,,64.43,,MARSEILLE,43,,,0
328669015,,87.08,,MARSEILLE,43,,,0
328669916,,67.04,,MARSEILLE,126,,,0
328670468,,43.31Z,,MARSEILLE,126,,,0
328676218,SRT SOC RESTAURATION TROPICALE,67.01,,AIX-EN-PROVENCE,42,,,0
328685805,FIDUCIAI CONSEIL REVISION EXPERT COMPTAB,69.20Z,20-49,MARSEILLE,42,,,1
328689344,,70.2C,,MARSEILLE,42,,,0
328706684,,64.49,,MARSEILLE,43,,,0
328713417,,55.4B,,MARSEILLE,43,,,0
328713458,,86.90E,,MARSEILLE,43,,,0
328713524,,86.12,,MARSEILLE,43,,,0
328713565,,69.10Z,,MARSEILLE,43,,,0
328714258,,86.21Z,,AIX EN PROVENCE,44,,,0
328714753,,31.09B,,MARSEILLE,42,,,0
328723721,FINANCIERE BOURBON,64.99Z,,MARSEILLE,43,,,0
328733555,,50.2Z,,MARSEILLE,62,,,0
328734751,,80.10Z,,MARSEILLE,43,,,0
328741582,EBENISTERIE D ART CAMPAGNA,31.09B,,MARSEILLE,43,,,0
328742614,,45.3E,,MARSEILLE,43,,,0
328754098,,86.90E,,MARSEILLE,43,,,0
328759287,SOC LE PAIN CAROLE,15.8C,,MARSEILLE 15,43,,,0
328759295,CIE FRANCAISE DE TRANSPORTS,69.25,,LE THOLONET,43,,,0
328759857,CLAUDIE PIERLOT,14.13Z,250-499,AIX-EN-PROVENCE,43,,,0
328759857,CLAUDIE PIERLOT,14.13Z,250-499,AIX-EN-PROVENCE,43,,,0
328763495,BLCS BERGER-LEVRAULT CONSEIL ET SOLUTION,58.29C,,AIX-EN-PROVENCE,43,,,0
328781109,ADVERTISING SALES PROMO CONSULTANT,73.11Z,,AIX-EN-PROVENCE,42,,,0
328781786,CAPGEMINI FRANCE,62.02A,,MARSEILLE,43,,,0
328783097,,86.90E,1-2,MARSEILLE,43,,,0
328783741,,55.72,,MARSEILLE,42,,,0
328783790,,86.23Z,,MARSEILLE,43,,,0
328783865,,43.39Z,,MARSEILLE,42,,,0
328790811,SELARL JEANNIN PETIT PUCHOL,69.10Z,3-5,AIX EN PROVENCE,43,,,0
328792759,,74.90B,,MARSEILLE,43,,,0
328800685,ASSOCIATION YOGA ZEN,86.10,,MARSEILLE 6,43,,,0
328800701,JEROME COIFFURE,96.02A,1-2,MARSEILLE,43,,,0
328805460,,86.22C,,MARSEILLE,43,,,0
328814678,FELIBRE,68.32A,,AIX EN PROVENCE,42,,,0
328838198,,77.14,,MARSEILLE,126,,,0
328845011,LANGLAIS JEAN ET JEAN-MARC,84.10,,MARSEILLE 12,43,,,0
328849807,,47.79Z,,MARSEILLE,42,,,0
328851381,,67.04,,MARSEILLE,126,,,0
328859202,BFC SOC BERNARD FOURNERON,40.3Z,,MARSEILLE 8,42,,,0
328863659,,86.90D,,AIX-EN-PROVENCE,43,,,0
328863964,,64.43,,MARSEILLE,42,,,0
328865548,,46.19B,,MARSEILLE,42,,,0
328865662,,67.09,,MARSEILLE,43,,,0
328913389,,49.41A,,MARSEILLE,42,,,0
328918040,BUREAU DE RENOVATION IMMOBILIERE - BRI,79.06,,MARSEILLE,42,,,0
328923222,,62.41,,MARSEILLE,42,,,0
328924014,,47.43Z,,MARSEILLE,42,,,0
328925169,,55.73,,MARSEILLE,42,,,0
328931597,BIOPARADIS,86.90B,,MARSEILLE,43,,,0
328931613,ONET SECURITE SOLUTIONS HUMAINES,80.10Z,5000-9999,MARSEILLE,42,,,1
328931613,ONET SECURITE SOLUTIONS HUMAINES,80.10Z,5000-9999,MARSEILLE 16EME,42,,,1
328931613,ONET SECURITE SOLUTIONS HUMAINES,80.10Z,5000-9999,MARSEILLE,42,,,1
328931811,SYNERGY TEXTILES,18.2D,,MARSEILLE,43,,,0
328935408,,70.2C,,MARSEILLE,42,,,0
328949045,TCIM TUYAU CHAUD INDUS MARI,24.08,,MARSEILLE,42,,,0
328952452,,25.11Z,,AIX-EN-PROVENCE,42,,,0
328964200,,86.21Z,,MARSEILLE,43,,,0
328964572,,86.90D,,MARSEILLE,43,,,0
328974696,,62.11,,AIX-EN-PROVENCE,43,,,0
328989439,,86.90D,,MARSEILLE,43,,,0
328989934,,85.1G,,AIX-EN-PROVENCE,34,,,0
328990601,,52.4C,,MARSEILLE,42,,,0
328998265,KYPREOS ET FILS,46.38B,1-2,MARSEILLE,42,,,0
328998380,SOPHO DECOR,55.73,,MARSEILLE,43,,,0
329004139,,86.21Z,,MARSEILLE,42,,,0
329004212,,74.2C,,MARSEILLE,42,,,0
329008239,,47.89Z,,MARSEILLE,42,,,0
329026991,,86.21Z,,MARSEILLE,43,,,0
329037204,,64.11,,AIX-EN-PROVENCE,42,,,0
329037261,,47.79Z,,MARSEILLE,42,,,0
329045231,SAINT-CHARLES PARTICIPATION OUVRIERS,68.20B,,MARSEILLE,42,,,0
329045447,GW,64.30Z,,AIX-EN-PROVENCE,43,,,0
329049480,,86.90E,,AIX EN PROVENCE,43,,,0
329049738,,86.21Z,,MARSEILLE,42,,,0
329051106,,93.0N,,MARSEILLE,44,,,0
329056972,,68.20A,,MARSEILLE,43,,,0
329064752,,47.89Z,,MARSEILLE,42,,,0
329064778,,69.25,,MARSEILLE,43,,,0
329071252,SOCIETE DE NEGOCE INTERNATIONAL,46.73A,6-9,AIX-EN-PROVENCE,42,,,0
329071963,AMV DIFFUSION,59.08,,MARSEILLE,42,,,0
329072037,POMPES FUNEBRES DU MIDI,96.03Z,1-2,MARSEILLE,42,,,0
329072102,INTERCOM,51.20,,MARSEILLE 1,42,,,0
329105779,STAI SOC TRANSAC ACHAT IMMOBIL,70.3A,,MARSEILLE,42,,,0
329105894,SCI LATIL RABATEAU,68.20B,,MARSEILLE,43,,,0
329110480,,96.02B,,MARSEILLE,42,,,0
329111116,,56.30Z,,MARSEILLE,43,,,0
329111124,,96.02A,,MARSEILLE,42,,,0
329124044,,85.1C,,AIX-EN-PROVENCE,43,,,0
329124234,,65.06,,MARSEILLE,42,,,0
329124283,,64.43,,MARSEILLE,43,,,0
329134167,,70.2C,,MARSEILLE,42,,,0
329141170,ARENA,90.01Z,,AIX-EN-PROVENCE,42,,,0
329142046,ALLIANCE SARL,60.11,,AIX-EN-PROVENCE,42,,,0
329143663,,69.20Z,,AIX-EN-PROVENCE,43,,,0
329144026,,55.40,,MARSEILLE 9,42,,,0
329150320,SOCIETE TRAINING-MICHEL DIFFUSION,93.0D,,MARSEILLE,42,,,0
329154629,,80.10Z,,MARSEILLE,42,,,0
329154629,,80.10Z,,AIX-EN-PROVENCE,42,,,0
329154991,,69.25,,MARSEILLE,42,,,0
329155030,,64.14,,MARSEILLE,42,,,0
329169122,,86.90E,,MARSEILLE 13EME,42,,,0
329172449,,56.10A,,MARSEILLE,42,,,0
329176150,EROS,58.12,,MARSEILLE,42,,,0
329180152,,86.21Z,,MARSEILLE,43,,,0
329199319,AXIOR,71.12B,,MARSEILLE 9,42,,,0
329201131,,67.04,,MARSEILLE 8,52,,,0
329207898,RAPID SERVICES PHOTOS,74.8B,,MARSEILLE,42,,,0
329207948,SOCIETE JOUETS AGNESE,51.4R,,MARSEILLE,42,,,0
329207955,SUD EST INGENIERIE,74.2C,,MARSEILLE 6,42,,,0
329219422,,71.11Z,,MARSEILLE,43,,,0
329225189,,78.02,,MARSEILLE,42,,,0
329234975,PHOTO CLUB,64.24,,MARSEILLE 12,42,,,0
329234983,DIFFUSION ET REPARATION AUTOMOBILES SARL,65.03,,MARSEILLE 10,42,,,0
329235014,SARL TUSET,50.5Z,,MARSEILLE 8,43,,,0
329246920,,67.09,,MARSEILLE,42,,,0
329246946,,64.12,,MARSEILLE,42,,,0
329247282,,52.21Z,,AIX-EN-PROVENCE,43,,,0
329254536,MEGATEL,22.1E,,MARSEILLE 1,42,,,0
329254791,SERCOMA-SECURITE FRANCAISE,28.21,,MARSEILLE,42,,,0
329256218,FERGAN,46.42Z,6-9,MARSEILLE,42,,,0
329258024,,70.22Z,,MARSEILLE 8,42,,,0
329258206,,68.20B,,MARSEILLE,42,,,0
329267892,,64.11,,AIX-EN-PROVENCE,42,,,0
329268361,,64.49,,MARSEILLE 13,42,,,0
329268981,,46.13Z,,AIX-EN-PROVENCE,42,,,0
329277917,EFCA,55.60,,MARSEILLE 14,42,,,0
329278030,TRANSPORTS FREEMAN,69.11,,MARSEILLE 1ER,42,,,0
329285621,PRESTATIONS MEDITERRANEE,74.8K,,AIX EN PROVENCE,42,,,0
329304356,,86.21Z,,MARSEILLE,42,,,0
329304950,,67.01,,MARSEILLE,43,,,0
329305205,,34.06,,AIX EN PROVENCE,42,,,0
329305304,,15.8C,,MARSEILLE,42,,,0
329305312,,95.29Z,,MARSEILLE,42,,,0
329311369,BUREAU D ETUDE OMNIA,77.01,,AIX-EN-PROVENCE,42,,,0
329311716,STE NOUVELLE PITT,51.6L,,MARSEILLE,42,,,0
329311781,MARSEILLE DEPOT,45.32Z,10-19,MARSEILLE,42,,,0
329313399,F A 1,70.3A,,AIX-EN-PROVENCE,42,,,0
329315402,,86.22C,,MARSEILLE,42,,,0
329325302,SOC TRAV BAT ENTRETIEN,55.60,,MARSEILLE,42,,,0
329325328,ASSOCIATION LE PIED NU,90.01Z,1-2,MARSEILLE,42,,,0
329326730,PRIMAVERA,46.19B,,MARSEILLE,42,,,0
329327811,,52.4R,,MARSEILLE,42,,,0
329329023,,60.2E,,MARSEILLE,42,,,0
329331276,,86.90D,,MARSEILLE 11,43,,,0
329331870,,74.6Z,,MARSEILLE,43,,,0
329331888,,86.90D,,MARSEILLE,42,,,0
329331904,,55.10Z,,MARSEILLE,43,,,0
329337299,CFEP CIE FINAN EQUIP PLACEMENT,78.01,,MARSEILLE,43,,,0
329337315,MEDITERRANEE CONSTRUCTIONS,55.60,,MARSEILLE 8,42,,,0
329338883,COLAS FRANCE,42.11Z,10000+,AIX-EN-PROVENCE,42,,,0
329342083,,86.90D,,AIX-EN-PROVENCE,42,,,0
329342141,,69.10Z,,MARSEILLE,43,,,0
329342166,,80.4A,,MARSEILLE,42,,,0
329342810,,86.90D,,AIX-EN-PROVENCE,42,,,0
329347082,CYBELE,47.71Z,,AIX-EN-PROVENCE,43,,,0
329347835,SARL MACONE RELAIS FABRETTES,50.5Z,,MARSEILLE 15,43,,,0
329351076,,92.6C,,MARSEILLE,44,,,0
329364509,,86.21Z,1-2,MARSEILLE,43,,,0
329368526,IPF 13,42.11Z,,AIX EN PROVENCE,42,,,0
329368724,COLLECTIF REGIONAL TIERS MONDE,88.99B,,MARSEILLE,42,,,0
329368740,FOYERS DELTA-SUD,87.90A,50-99,AIX-EN-PROVENCE,43,,,0
329368740,FOYERS DELTA-SUD,87.90A,50-99,MARSEILLE,43,,,0
329368823,LANGUE DES SIGNES FRANCAISE MEDITERRANEE,85.59A,3-5,MARSEILLE,45,,,0
329372262,,43.21A,,AIX EN PROVENCE,42,,,0
329372619,,62.41,,MARSEILLE 15,42,,,0
329379333,SOCIETE SABO,68.20B,,MARSEILLE 3,42,,,0
329382956,SOCIETE TRANSFRANK,69.11,,MARSEILLE,42,,,0
329382964,MARJOLAINE,47.01,,MARSEILLE,42,,,0
329383418,S.I.E.M.,65.03,,MARSEILLE,43,,,0
329396436,,55.73,,MARSEILLE,126,,,0
329404511,GRENOBLE MATERIEL TRAVAUX,50.2Z,,AIX EN PROVENCE,42,,,0
329407142,,23.41Z,,MARSEILLE,42,,,0
329413876,SOCIETE J. VALDES,55.72,,MARSEILLE 14,42,,,0
329419337,,77.05,,MARSEILLE,42,,,0
329419758,,52.4R,,MARSEILLE,43,,,0
329424139,ORIGINAL,52.4C,,MARSEILLE,42,,,0
329428023,JUDO CLUB DE LA CROIX ROUGE,93.12Z,,MARSEILLE,42,,,0
329449094,DIACOLOR,74.8B,,MARSEILLE 2EME,42,,,0
329450852,TGD,52.29B,20-49,MARSEILLE 15EME,42,,,0
329453492,,51.11,,MARSEILLE,42,,,0
329454185,,69.10Z,1-2,AIX-EN-PROVENCE,42,,,0
329454219,,77.07,,AIX EN PROVENCE,126,,,0
329462600,PROVENCE MACONNERIE CONSTRUCTI,55.50,,MARSEILLE,42,,,0
329462626,SCI LES COMBES,70.2C,,MARSEILLE,42,,,0
329472963,,96.02A,,MARSEILLE,42,,,0
329480404,MERIDIEN INFORMATIQUE,72.2Z,,MARSEILLE 1,42,,,0
329494744,,86.22C,1-2,MARSEILLE,55,,,0
329509798,,62.46,,MARSEILLE,42,,,0
329520746,,87.08,,MARSEILLE,42,,,0
329521074,,43.34Z,,MARSEILLE,42,,,0
329521207,,10.71C,,MARSEILLE,42,,,0
329526552,,86.90E,,MARSEILLE,43,,,0
329533459,,86.08,,MARSEILLE,42,,,0
329541254,STE AIXOISE SYSTEME INFORMATIQUE,58.04,,AIX-EN-PROVENCE,42,,,0
329541262,LE SAUNA FINLANDAIS,87.04,,AIX-EN-PROVENCE,43,,,0
329546204,,70.22Z,,MARSEILLE,42,,,0
329546220,,23.41Z,,MARSEILLE,42,,,0
329546220,,23.41Z,,MARSEILLE,42,,,0
329546279,,47.71Z,,MARSEILLE,42,,,0
329546964,,87.07,,MARSEILLE,42,,,0
329554190,S.E.M.E.,64.11,,MARSEILLE 6,42,,,0
329554604,AIX MICRO INFORMATIQUE,51.6G,,AIX-EN-PROVENCE,42,,,0
329560064,,47.64Z,,MARSEILLE,42,,,0
329568307,,60.2E,,MARSEILLE,42,,,0
329573315,,86.08,,AIX-EN-PROVENCE,42,,,0
329573323,,69.10Z,,AIX-EN-PROVENCE,42,,,0
329581482,DEYROLLES ET TOMASI,69.11,,MARSEILLE 2EME,42,,,0
329584742,,81.11,,MARSEILLE,126,,,0
329585616,,45.2V,,MARSEILLE,42,,,0
329595789,LE CALUMET,52.2L,,MARSEILLE 8,42,,,0
329595797,CTRE INFORMATIQUE TECHNI ENTREP COMMERCE,77.03,,MARSEILLE 8,42,,,0
329595805,SOC EXPLOIT ETABL SCUOPPO-MUSSO,74.90B,,MARSEILLE,42,,,0
329597645,,84.12,,AIX-EN-PROVENCE,42,,,0
329605489,FOCH VOYAGE,74.09,,MARSEILLE 4,42,,,0
329605844,SCI DAVIFRANCE,68.20A,,MARSEILLE 15,42,,,0
329609333,,43.21A,,MARSEILLE,42,,,0
329609374,,55.73,,MARSEILLE 13,42,,,0
329609424,,69.10Z,,AIX EN PROVENCE,42,,,0
329610141,,86.90D,,MARSEILLE,43,,,0
329611065,,86.90D,,MARSEILLE,42,,,0
329611065,,86.90D,,MARSEILLE,42,,,0
329627533,SARL D'EXPLOITATION DES CYCLES R.BECK,47.64Z,,MARSEILLE,42,,,0
329629406,ASS DEFENSE INTERETS HANDICAPES MOTEURS,88.99A,100-199,MARSEILLE 9EME,42,,,0
329635452,,49.32Z,,MARSEILLE,42,,,0
329644660,,00.10,,MARSEILLE,42,,,0
329652622,LA BRIOCHEE,62.46,,MARSEILLE,42,,,0
329653695,INTERCONTINENTAL TRANSIT TRANSPORT,74.01,,MARSEILLE,42,,,0
329682652,,60.2E,,MARSEILLE,42,,,0
329693766,,86.21Z,,MARSEILLE,42,,,0
329697304,,35.11Z,,MARSEILLE,43,,,0
329702021,SPORTS ET LOISIRS AMENAGEMENTS,93.11Z,,MARSEILLE,42,,,0
329713747,CDIF CONDIT DIFF INDU FRANC,18.05,,MARSEILLE 1,42,,,0
329724207,COMITE ETAB THOMSON ITN,91.2Z,,AIX-EN-PROVENCE,42,,,0
329729347,,62.44,,MARSEILLE,126,,,0
329734537,CHOCOLATS RICHARD,52.2J,,AIX-EN-PROVENCE,42,,,0
329746085,BELANI  MAC-KEEN,58.06,,MARSEILLE,42,,,0
329759252,,47.62Z,,AIX-EN-PROVENCE,42,,,0
329759310,,45.2V,,AIX EN PROVENCE,42,,,0
329762934,LE DELICIUM,36.20,,MARSEILLE 1,42,,,0
329766513,ENSEMBLE POUR L'INNOVATION SOCIALE EDUCATIVE ET CITOYENNE,94.99Z,100-199,MARSEILLE 13,42,,,0
329772248,,47.01,,MARSEILLE,43,,,0
329772263,,70.10Z,,MARSEILLE,42,,,0
329778088,LEI CAGANIS,88.91A,10-19,AIX-EN-PROVENCE,43,,,0
329781686,,46.18Z,,MARSEILLE,42,,,0
329803431,REIPS,28.3C,,MARSEILLE,42,,,0
329807457,,62.11,,MARSEILLE,126,,,0
329807739,,84.12,,MARSEILLE,42,,,0
329818355,,86.22C,,MARSEILLE,42,,,0
329822951,CARAPATE 2000,64.11,,MARSEILLE,42,,,0
329823108,TRANSTECHNO SARL,71.12B,,MARSEILLE 13,42,,,0
329824726,,86.22C,,MARSEILLE,42,,,0
329833222,ESPACE LOISIRS,68.10Z,,MARSEILLE,43,,,0
329843460,DISTRIVISION,51.1T,,MARSEILLE 10,42,,,0
329856942,CARROSSERIE MECANIQUE ET GARAGE,65.03,,MARSEILLE,42,,,0
329856967,AU COMTE DE MONMORIN,15.8A,,MARSEILLE,42,,,0
329856983,PHILIPPE H,64.11,,MARSEILLE 8,42,,,0
329857452,SACA STE AIX COURT ASSU,67.2Z,,AIX-EN-PROVENCE,43,,,0
329857858,ASSOCIATION COCO VERDE,96.23,,MARSEILLE 1,42,,,0
329870216,RAFFIN ET ASSOCIES,69.10Z,20-49,AIX-EN-PROVENCE,54,,,0
329878722,SCI DU CORBUSIER,79.04,,MARSEILLE,52,,,0
329878771,LA PLANTATION DE MALIVERNY,68.31Z,,AIX-EN-PROVENCE,42,,,1
329878771,LA PLANTATION DE MALIVERNY,68.31Z,,AIX-EN-PROVENCE,42,,,1
329879563,FROMAGERIES DES MARCHES DE PROVENCE,60.10,,MARSEILLE,42,,,0
329882252,,49.32Z,,MARSEILLE,42,,,0
329905715,,86.90D,,MARSEILLE,42,,,0
329910483,,86.90E,,MARSEILLE,43,,,0
329925010,SYNERGIE,78.20Z,1000-1999,MARSEILLE,43,,,0
329925812,CONSEIL GESTION FORMATION MEDITERRANNEE,71.12B,,MARSEILLE,43,,,0
329934871,CPV CUISINE PEINTURE VITRERIE,55.73,,AIX-EN-PROVENCE,42,,,0
329935175,RECUPERATION COMMERCE TEXTILE,64.11,,MARSEILLE 12,42,,,0
329940456,,62.41,,MARSEILLE,42,,,0
329940506,,43.21A,,MARSEILLE,42,,,0
329940514,,64.11,,MARSEILLE,42,,,0
329940555,,67.01,,MARSEILLE,82,,,0
329950638,SCI LA GRANDE OURSE,41.10D,,MARSEILLE,42,,,0
329953236,,49.04,,MARSEILLE 8,126,,,0
329953723,,77.10,,MARSEILLE,126,,,0
329958623,AJP TEXTILES,52.4C,,MARSEILLE,42,,,0
329960314,,64.46,,MARSEILLE,126,,,0
329973077,,86.90E,,MARSEILLE,42,,,0
329973655,,47.22Z,,MARSEILLE,42,,,0
329973879,,47.59B,,MARSEILLE,42,,,0
329974018,,81.21,,MARSEILLE,49,,,0
329982060,PHENICOM SA,82.03,,MARSEILLE,42,,,0
329982730,,69.10Z,,AIX-EN-PROVENCE,42,,,0
329982763,,86.22C,,AIX-EN-PROVENCE,75,,,0
329989321,MAZZAROTTO,45.21,,MARSEILLE 1,42,,,0
329990345,INSTIT REGION RECHER EDUCAT FORMATION,80.4C,,MARSEILLE,42,,,0
330003195,SYNDIC COPRO 17 R BARTHELEMY,79.04,,MARSEILLE 6EME,42,,,0
330003344,SCI PIERRES DE PROVENCE,68.20B,,AIX-EN-PROVENCE,42,,,0
330006990,,32.50A,,MARSEILLE,42,,,0
330006990,,32.50A,,MARSEILLE,42,,,0
330013616,IMMO AIX,68.20B,200-249,AIX-EN-PROVENCE,42,,,0
330015520,,52.4R,,AIX-EN-PROVENCE,42,,,0
330027236,,86.21Z,1-2,MARSEILLE,42,,,0
330033580,COMPAGNIE GENERALE DE DISTRIBUTION,50.1Z,,AIX-EN-PROVENCE,42,,,0
330053547,ALIMENTATION LEVEQUE,62.11,,MARSEILLE 15,42,,,0
330056482,SCI LA FONTAINE,68.20B,,MARSEILLE,42,,,0
330058694,,87.03,,MARSEILLE,42,,,0
330066762,,56.10C,,MARSEILLE,42,,,0
330067158,,52.6E,,MARSEILLE,42,,,0
330073867,HENRY ET COMPAGNIE,67.01,,MARSEILLE,42,,,0
330094376,MADYTRANS,63.4C,,MARSEILLE 2,42,,,0
330097395,TCEM,46.66Z,100-199,AIX-EN-PROVENCE,42,,,0
330098419,,47.81Z,,MARSEILLE,42,,,0
330098419,,47.81Z,,MARSEILLE,42,,,0
330098427,,84.12,,MARSEILLE,42,,,0
330138504,SEP EDITIONS PIOLINE,51.12,,AIX-EN-PROVENCE,42,,,0
330139403,GOODYEAR FRANCE,45.31Z,500-999,MARSEILLE,42,,,0
330152141,,69.10Z,,MARSEILLE,42,,,0
330158833,SARL JULIA D,46.42Z,,MARSEILLE,42,,,0
330161035,DOG CENTER SECURITE,77.14,,AIX EN PROVENCE,42,,,0
330162140,,67.04,,MARSEILLE,42,,,0
330165887,JAUFFRET C JAUFFRET G,87.03,,MARSEILLE 14,42,,,0
330165903,YVOIRE,52.4C,,MARSEILLE 4,42,,,0
330177817,SCI MAIRE-MER,68.20B,,MARSEILLE,42,,,0
330180514,,55.3A,,MARSEILLE,42,,,0
330188012,INTEREX SARL,80.08,,MARSEILLE,42,,,0
330199480,STE SALARIS FRERES,64.41,,AIX-EN-PROVENCE,42,,,0
330204074,,67.01,,MARSEILLE,42,,,0
330204686,,33.1B,,AIX-EN-PROVENCE,42,,,0
330204983,,50.5Z,,MARSEILLE,42,,,0
330211830,AZUR VOYAGES,79.12Z,,AIX-EN-PROVENCE,42,,,0
330222597,,60.10,,AIX-EN-PROVENCE,126,,,0
330222803,,55.73,,MARSEILLE,42,,,0
330222811,,67.04,,MARSEILLE,42,,,0
330230129,INTEREXPORT,46.18Z,1-2,AIX-EN-PROVENCE,42,,,0
330230194,JEAN CLAUDE DJERAHIAN TEXTILES,47.01,,MARSEILLE,42,,,0
330230202,SARL CHRISTELEC,55.40,,MARSEILLE 7,42,,,0
330230806,SCI  LA PHOCEENNE,68.20B,,MARSEILLE 2,42,,,0
330230871,LE BOCQ IMMOBILIER,68.32A,,MARSEILLE,42,,,0
330233370,,47.89Z,,MARSEILLE,42,,,0
330235060,,77.10,,MARSEILLE,42,,,0
330235151,,84.11,,MARSEILLE,42,,,0
330235185,,71.11Z,,MARSEILLE 8EME,43,,,0
330240847,AZIMUT,74.8K,,MARSEILLE 8,42,,,0
330243478,,81.21Z,,MARSEILLE 13EME,42,,,0
330244963,,77.14,,MARSEILLE 6,42,,,0
330245549,,74.1C,,MARSEILLE,42,,,0
330253170,ROSY COIFFURE,87.03,,MARSEILLE,42,,,0
330256546,,43.34Z,,MARSEILLE,42,,,0
330256561,,77.29Z,,AIX-EN-PROVENCE,42,,,0
330257619,,64.11,,MARSEILLE,126,,,0
330264946,LABO PHOTO OLIVIER,54.09,,MARSEILLE,42,,,0
330267691,CHAUSSEA SAS,47.72A,2000-4999,MARSEILLE,42,,,0
330268749,,86.21Z,,AIX-EN-PROVENCE,42,,,0
330276429,,69.23,,MARSEILLE,42,,,0
330276437,,51.12,,MARSEILLE,42,,,0
330288002,,55.1A,,AIX EN PROVENCE,42,,,0
330288028,,86.23Z,,AIX-EN-PROVENCE,42,,,0
330295890,LA PERRIERE,70.10Z,10-19,MARSEILLE 1,43,,,0
330300435,,69.10Z,,MARSEILLE,42,,,0
